,Quantity,Unit Price,Discount,Year,Month,Day,DayOfWeek,IsWeekend,Quarter,Sales_Lag_7,Sales_Lag_14,Rolling_Avg_7,Rolling_Avg_14,Customer_Count,Is_Holiday,Temperature_Avg,Weekend_Holiday,Holiday_Rainfall,Season,Rainfall_Category
3321,2,72100,0,2025,2,6,3,0,1,99360.5,156748.0,100203.77857142857,83715.3,37,0,21.075,0,0.0,Winter,None
3322,5,17491,5,2024,2,29,3,0,1,158325.6,270185.0,90616.52142857142,85205.09285714287,24,0,21.849998,0,0.0,Winter,None
3323,2,24784,20,2024,7,23,1,0,3,48125.3,263836.8,108949.59285714287,91085.17142857143,24,0,23.425,0,0.0,Monsoon,Light
3324,1,12826,5,2024,4,1,0,0,2,47902.8,,120448.04285714285,114656.96666666666,14,0,20.225,0,0.0,Summer,Light
3325,4,8175,0,2024,5,23,3,0,2,52740.8,98649.6,83230.66428571427,83228.80357142857,24,1,24.375,0,0.0,Summer,None
3326,1,66192,15,2024,7,18,3,0,3,190809.0,158610.0,92233.93571428572,84141.31071428572,25,0,20.225,0,0.0,Monsoon,Light
3327,2,7453,5,2023,12,24,6,1,4,216853.65,179254.4,75353.5,98821.18214285714,25,0,14.65,0,0.0,Winter,None
3328,5,65830,5,2024,11,10,6,1,4,12979.2,39677.15,127333.76428571428,116124.13928571426,32,0,16.4,0,0.0,Winter,None
3329,5,78716,0,2024,10,1,1,0,4,63821.4,151048.8,96512.67857142857,72339.16428571429,35,0,24.375,0,0.0,Winter,None
3330,3,28534,5,2024,5,23,3,0,2,66795.2,59535.9,119579.43571428572,111541.8857142857,20,1,24.375,0,0.0,Summer,None
3331,4,54174,0,2024,9,25,2,0,3,193914.0,,102542.78571428571,104705.70000000001,23,0,16.075,0,0.0,Monsoon,None
3332,5,79697,0,2025,2,7,4,0,1,285753.6,156934.0,160117.62857142856,173741.9642857143,20,0,21.525,0,0.0,Winter,None
3333,4,21351,20,2025,6,12,3,0,2,49454.0,,110177.62857142858,82333.33214285714,24,0,16.7,0,0.0,Monsoon,None
3334,4,51084,0,2024,9,21,5,1,3,83410.0,159698.0,101594.8642857143,105963.32857142857,28,0,11.425,0,0.0,Monsoon,None
3335,1,10487,5,2024,12,17,1,0,4,294129.75,49897.8,71702.22857142857,115475.57142857143,26,0,23.425,0,0.0,Winter,Light
3336,2,45872,0,2025,4,7,0,0,2,47255.2,160833.6,51141.1,53724.485714285714,22,0,26.0,0,0.0,Summer,None
3337,5,40388,15,2024,7,7,6,1,3,161215.2,20960.0,86639.96428571429,103112.46071428573,22,0,22.0,0,0.0,Monsoon,None
3338,5,53250,5,2025,5,1,3,0,2,315732.0,241784.0,161934.82142857142,166380.42857142858,27,0,21.175,0,0.0,Summer,None
3339,1,39026,0,2023,10,4,2,0,4,26063.0,190404.25,117177.02857142857,95548.18571428572,23,0,25.0,0,0.0,Winter,None
3340,1,50440,20,2024,12,16,0,0,4,1691.0,18558.4,84523.15000000001,97588.76428571428,25,0,11.425,0,0.0,Winter,None
3341,1,40312,0,2024,11,7,3,0,4,96524.0,46034.1,79739.91428571429,80398.65714285716,24,0,21.849998,0,0.0,Winter,None
3342,2,12389,0,2024,9,18,2,0,3,108927.0,,63110.02142857143,106693.93928571428,23,0,26.0,0,0.0,Monsoon,None
3343,2,77134,0,2024,8,20,1,0,3,123408.0,,132954.42142857143,122668.49166666665,20,0,26.0,0,0.0,Monsoon,None
3344,3,33341,10,2025,1,2,3,0,1,11869.3,218351.4,70290.31428571428,55126.47499999999,24,0,11.425,0,0.0,Winter,None
3345,3,21603,0,2024,7,15,0,0,3,58657.6,38752.2,120150.89285714286,98793.38214285715,26,0,21.075,0,0.0,Monsoon,None
3346,5,58293,20,2025,7,19,5,1,3,313015.5,250984.8,126985.59999999999,123536.15000000001,25,0,11.425,0,0.0,Monsoon,None
3347,4,67065,0,2024,9,3,1,0,3,77499.0,5632.0,111242.34285714287,124008.29642857143,31,0,14.65,0,0.0,Monsoon,None
3348,5,23348,10,2024,9,3,1,0,3,211066.25,31028.9,73738.49285714285,94116.84285714287,28,0,21.175,0,0.0,Monsoon,None
3349,3,76247,15,2025,6,2,0,0,2,47897.1,136873.6,113167.18571428572,88252.47142857143,25,0,20.225,0,0.0,Monsoon,Light
3350,4,31052,15,2025,7,27,6,1,3,47252.7,147048.0,104711.14285714286,100933.8642857143,24,0,22.0,0,0.0,Monsoon,None
3351,4,32469,15,2025,1,6,0,0,1,89147.2,20828.0,151646.7285714286,103997.97499999999,17,0,11.425,0,0.0,Winter,None
3352,5,77286,10,2023,10,15,6,1,4,184730.4,96681.6,150279.39999999997,141472.25,25,0,11.425,0,0.0,Winter,None
3353,5,15893,0,2024,11,15,4,0,4,9970.25,19174.5,130078.71428571429,103099.84642857143,26,1,21.075,0,0.0,Winter,None
3354,2,483,5,2023,11,17,4,0,4,39541.0,14562.2,111659.41428571429,94573.57857142857,23,0,25.0,0,0.0,Winter,None
3355,5,53165,20,2024,8,5,0,0,3,19066.0,212948.2,101394.77857142857,94096.25714285714,28,0,21.175,0,0.0,Monsoon,None
3356,4,9894,0,2024,5,27,0,0,2,224493.5,53116.0,133048.4857142857,131898.70714285714,25,0,14.65,0,0.0,Summer,None
3357,1,67215,10,2025,6,20,4,0,2,12301.0,,132308.14285714287,108988.51428571428,20,0,21.075,0,0.0,Monsoon,None
3358,2,77412,0,2025,4,21,0,0,2,204681.0,17217.6,111468.57857142857,121642.92857142857,19,0,14.65,0,0.0,Summer,None
3359,2,8143,10,2025,8,24,6,1,3,235432.0,186289.4,97169.06428571428,134109.98928571428,31,0,21.075,0,0.0,Monsoon,None
3360,2,48691,0,2024,7,29,0,0,3,101563.2,,123758.21428571429,131154.58214285717,19,0,24.375,0,0.0,Monsoon,None
3361,1,2362,20,2025,4,18,4,0,2,10276.2,28539.0,54827.72142857143,67758.46071428571,26,1,16.7,0,0.0,Summer,None
3362,2,58269,20,2025,8,1,4,0,3,8011.2,22883.6,139181.80000000002,92558.00714285714,25,0,26.0,0,0.0,Monsoon,None
3363,1,73892,15,2025,6,25,2,0,2,44608.0,325580.0,91496.07857142857,93578.58928571429,23,0,21.175,0,0.0,Monsoon,None
3364,5,72742,10,2025,4,30,2,0,2,114546.25,319065.0,93508.98571428572,107284.93928571428,23,0,26.0,0,0.0,Summer,None
3365,1,74677,10,2023,10,27,4,0,4,199257.6,71301.0,77039.76428571428,85986.925,27,0,22.0,0,0.0,Winter,None
3366,4,48651,15,2025,6,5,3,0,2,123748.95,111888.0,100049.62142857144,113531.72142857143,25,0,21.175,0,0.0,Monsoon,None
3367,4,57100,5,2024,11,25,0,0,4,119426.0,109143.0,111105.34999999999,141812.63214285715,31,0,21.075,0,0.0,Winter,None
3368,3,73722,10,2025,8,5,1,0,3,78795.0,99080.25,85025.8,118641.9857142857,24,0,11.425,0,0.0,Monsoon,None
3369,1,2762,15,2023,12,12,1,0,4,22486.0,,91978.00714285715,86577.79285714286,25,0,24.375,0,0.0,Winter,None
3370,3,36935,5,2025,6,8,6,1,2,51362.1,54140.4,118805.72857142858,145464.37142857144,31,0,21.075,0,0.0,Monsoon,None
3371,1,71685,10,2024,11,20,2,0,4,128307.0,340765.0,86010.96428571429,101201.36785714285,28,0,16.075,0,0.0,Winter,None
3372,5,64203,10,2024,2,9,4,0,1,25785.0,59316.1,137616.22142857144,126187.21428571429,20,0,20.225,0,0.0,Winter,Light
3373,1,6627,15,2024,12,14,5,1,4,43556.55,44480.0,83353.37857142858,89833.76785714286,25,0,16.4,0,0.0,Winter,None
3374,2,37321,5,2024,1,8,0,0,1,86927.8,94900.5,67627.62142857142,108978.56428571428,29,0,13.4,0,0.0,Winter,None
3375,5,73086,15,2024,2,20,1,0,1,160882.05,230274.0,146337.2857142857,109253.50357142858,35,0,16.4,0,0.0,Winter,None
3376,1,49555,10,2025,1,31,4,0,1,72041.4,116745.6,79433.10714285714,84680.47499999999,25,0,16.4,0,0.0,Winter,None
3377,3,49562,15,2024,5,10,4,0,2,35159.5,280728.8,97077.40000000001,123795.625,30,0,16.7,0,0.0,Summer,None
3378,5,66421,20,2024,2,22,3,0,1,141571.75,16344.0,127907.95,100143.33214285714,24,0,16.7,0,0.0,Winter,None
3379,1,6943,5,2025,9,23,1,0,3,60700.8,79714.0,96981.8642857143,95711.13928571428,24,0,22.0,0,0.0,Monsoon,None
3380,2,35085,10,2023,11,24,4,0,4,104158.0,11639.4,52774.98571428571,79364.02142857143,31,0,26.0,0,0.0,Winter,None
3381,1,10814,10,2025,9,16,1,0,3,162657.6,116678.4,131371.37142857144,135047.9,28,0,21.849998,0,0.0,Monsoon,None
3382,4,33200,20,2025,9,29,0,0,3,58634.4,93500.0,137877.37857142856,123924.67857142857,36,0,16.4,0,0.0,Monsoon,None
3383,3,9504,10,2025,9,15,0,0,3,57240.0,181773.6,128537.17142857143,120747.79285714286,25,0,14.65,0,0.0,Monsoon,None
3384,3,72125,15,2025,4,21,0,0,2,53337.6,10311.3,142898.69999999998,116978.03571428571,36,0,16.4,0,0.0,Summer,None
3385,1,8316,5,2023,11,30,3,0,4,24302.7,221152.0,76791.45714285715,79660.58571428573,37,0,21.175,0,0.0,Winter,None
3386,5,79450,5,2024,2,23,4,0,1,14850.4,26761.5,128251.59285714287,103590.24642857142,25,0,26.0,0,0.0,Winter,None
3387,2,3881,20,2024,5,20,0,0,2,109380.0,253683.2,125802.33571428571,113919.08214285715,25,0,13.075,0,0.0,Summer,None
3388,4,35942,0,2024,12,15,6,1,4,141877.75,66670.0,143168.7357142857,122485.03571428571,36,0,16.4,0,0.0,Winter,None
3389,3,43326,10,2024,8,26,0,0,3,62548.0,241362.0,140534.25714285715,106491.26428571428,24,1,13.075,0,0.0,Monsoon,None
3390,5,8638,0,2025,9,3,2,0,3,,,156160.15714285715,156160.15714285715,16,0,20.225,0,0.0,Monsoon,Light
3391,5,74246,10,2024,4,7,6,1,2,180080.1,281836.0,121388.48571428572,102817.09642857143,34,0,16.075,0,0.0,Summer,None
3392,2,70002,15,2025,5,29,3,0,2,68364.0,128592.0,79877.40000000001,106371.19642857143,24,0,13.075,0,0.0,Summer,None
3393,2,7850,0,2024,10,6,6,1,4,191902.8,,101751.34999999999,123499.85714285714,25,0,21.175,0,0.0,Winter,None
3394,2,61479,0,2025,4,24,3,0,2,158716.0,300757.5,168754.7142857143,134051.19285714286,31,0,14.65,0,0.0,Summer,None
3395,4,7045,20,2023,10,30,0,0,4,10402.5,,94310.55714285714,79479.94642857143,25,0,16.075,0,0.0,Winter,None
3396,1,69250,0,2024,11,11,0,0,4,140771.0,102770.4,61484.94285714285,113081.25714285715,26,0,23.425,0,0.0,Winter,Light
3397,2,58519,15,2024,7,13,5,1,3,17904.0,,130777.47142857141,98604.35714285714,24,0,21.849998,0,0.0,Monsoon,None
3398,3,20230,20,2025,4,13,6,1,2,114636.6,54079.7,97821.45714285714,121607.09642857141,26,0,26.925,0,0.0,Summer,None
3399,1,14372,10,2025,7,19,5,1,3,162702.75,,72651.27142857143,118644.44642857143,19,0,14.65,0,0.0,Monsoon,None
3400,2,19502,20,2025,8,7,3,0,3,24822.55,241162.25,138527.74285714288,111190.13928571428,20,0,20.225,0,0.0,Monsoon,Light
3401,4,59089,20,2024,6,26,2,0,2,53273.75,49016.2,71652.21428571429,72750.075,27,0,21.075,0,0.0,Monsoon,None
3402,2,59774,0,2023,10,10,1,0,4,61930.5,,125308.97142857143,140002.07499999998,25,0,21.175,0,0.0,Winter,None
3403,4,34684,20,2025,4,10,3,0,2,86751.0,45505.6,63133.68571428571,107415.83214285715,26,1,26.925,0,0.0,Summer,None
3404,5,11423,10,2024,2,24,5,1,1,94940.8,38989.5,163258.15714285715,105394.92857142857,24,0,22.0,0,0.0,Winter,None
3405,2,76361,15,2024,5,4,5,1,2,69114.0,112340.0,138750.1,104347.96785714287,26,0,21.075,0,0.0,Summer,None
3406,2,48934,10,2025,3,21,4,0,1,123422.4,8863.5,79474.40714285713,103247.17142857143,25,0,11.425,0,0.0,Summer,None
3407,5,47120,20,2024,3,31,6,1,1,29835.0,289565.0,129968.30000000002,110757.35,25,0,25.0,0,0.0,Summer,None
3408,2,70594,0,2024,7,22,0,0,3,171156.0,40698.0,90029.41428571429,86657.80357142857,25,0,16.075,0,0.0,Monsoon,None
3409,1,11640,15,2024,1,31,2,0,1,37210.0,391910.0,81123.51428571428,91355.12857142856,24,0,11.425,0,0.0,Winter,None
3410,5,18215,20,2025,8,16,5,1,3,100322.0,113681.75,87547.74285714286,76268.83571428571,38,1,21.525,1,0.0,Monsoon,None
3411,5,28456,20,2025,6,29,6,1,2,10401.6,111753.75,84349.70714285714,111598.01428571428,27,0,13.4,0,0.0,Monsoon,None
3412,5,42323,20,2023,12,16,5,1,4,131690.0,95987.2,164261.97142857144,127572.3857142857,26,0,20.225,0,0.0,Winter,Light
3413,2,51976,15,2023,11,24,4,0,4,59337.0,69777.0,123827.42857142857,127779.65714285716,30,0,11.8,0,0.0,Winter,None
3414,1,55600,10,2023,12,17,6,1,4,11936.0,188409.6,135411.7285714286,100873.80714285714,25,0,25.0,0,0.0,Winter,None
3415,3,30915,0,2023,10,31,1,0,4,220720.0,1864.0,83515.09999999999,81170.3,24,0,24.375,0,0.0,Winter,None
3416,5,26928,10,2023,10,16,0,0,4,43547.0,58065.3,153299.37857142856,158627.06071428573,28,0,11.425,0,0.0,Winter,None
3417,2,48998,15,2024,2,18,6,1,1,63115.9,142737.5,122081.49285714286,137443.56785714286,26,0,23.425,0,0.0,Winter,Light
3418,3,31073,10,2024,9,2,0,0,3,226332.0,102394.8,110429.62857142856,97283.09285714284,24,0,21.849998,0,0.0,Monsoon,None
3419,5,31846,0,2024,9,29,6,1,3,210268.0,29124.0,120616.80714285714,109436.61785714285,24,0,16.7,0,0.0,Monsoon,None
3420,1,53601,20,2025,3,5,2,0,1,172070.6,45434.2,93965.70714285715,120592.34642857143,28,0,11.8,0,0.0,Summer,None
3421,3,49771,5,2024,11,28,3,0,4,282896.0,17156.0,143108.35,114301.45357142857,24,0,22.0,0,0.0,Winter,None
3422,3,67309,15,2024,3,13,2,0,1,204256.0,274838.4,97091.62857142858,116128.39642857143,25,0,21.175,0,0.0,Summer,None
3423,1,22906,15,2024,11,8,4,0,4,38881.0,89119.5,119828.40000000001,93634.07142857143,21,0,21.849998,0,0.0,Winter,None
3424,5,19366,15,2024,12,14,5,1,4,4120.0,154275.0,109841.11428571427,112747.26428571428,30,0,24.925,0,0.0,Winter,None
3425,4,53525,0,2025,3,4,1,0,1,49944.0,60444.0,122475.40000000001,112312.27500000001,25,0,25.0,0,0.0,Summer,None
3426,5,43196,10,2023,12,17,6,1,4,103954.5,53500.2,121880.74285714286,111310.45357142857,21,0,21.849998,0,0.0,Winter,None
3427,5,22760,10,2023,12,10,6,1,4,192332.25,104555.1,54783.014285714286,108826.05714285714,29,0,13.4,0,0.0,Winter,None
3428,1,38977,0,2024,8,16,4,0,3,69931.8,33530.4,98489.97142857143,112675.44642857143,31,0,24.375,0,0.0,Monsoon,None
3429,5,56550,0,2024,5,14,1,0,2,311932.0,282877.2,164585.85714285713,134042.10714285713,31,0,14.65,0,0.0,Summer,None
3430,4,73573,10,2024,11,18,0,0,4,238900.0,108896.0,75771.70714285714,120254.14285714286,24,0,16.075,0,0.0,Winter,None
3431,2,15350,10,2023,10,13,4,0,4,124431.5,111032.0,83992.67142857143,115649.8107142857,26,0,26.925,0,0.0,Winter,None
3432,5,79131,15,2024,4,3,2,0,2,18037.8,118864.0,161439.67857142858,122064.00357142858,30,0,20.225,0,0.0,Summer,Light
3433,1,14443,15,2023,10,23,0,0,4,33180.3,,68315.28571428571,89939.16923076923,20,0,13.4,0,0.0,Winter,None
3434,2,78372,10,2025,1,20,0,0,1,123331.2,173398.4,86526.72857142857,113340.61071428572,26,0,26.925,0,0.0,Winter,None
3435,4,78646,0,2025,4,1,1,0,2,60169.2,255173.8,109623.59999999999,78956.8,23,0,21.849998,0,0.0,Summer,None
3436,5,46098,10,2025,7,1,1,0,3,169068.8,59569.6,115911.37142857144,107845.33571428573,24,0,21.849998,0,0.0,Monsoon,None
3437,5,10139,10,2025,7,22,1,0,3,138712.5,288632.0,55421.29285714286,133110.10714285713,26,0,21.525,0,0.0,Monsoon,None
3438,4,11730,10,2024,10,2,2,0,4,108345.0,79212.0,116357.05,111277.36785714286,25,1,13.075,0,0.0,Winter,None
3439,4,13980,5,2024,11,19,1,0,4,87640.35,14966.4,141406.37857142856,111979.04642857143,35,0,16.4,0,0.0,Winter,None
3440,2,11988,10,2023,10,6,4,0,4,58635.0,302904.0,71497.65714285713,59565.9,37,0,21.175,0,0.0,Winter,None
3441,2,19507,5,2025,9,15,0,0,3,63893.2,131814.0,124418.75000000001,96822.33928571429,25,0,26.0,0,0.0,Monsoon,None
3442,2,35346,10,2024,4,8,0,0,2,245187.6,10808.0,71139.57142857143,127568.11071428572,30,0,16.7,0,0.0,Summer,None
3443,5,9208,0,2025,3,25,1,0,1,78713.4,96287.4,159918.2285714286,130453.00714285714,31,0,14.65,0,0.0,Summer,None
3444,5,34780,5,2023,10,5,3,0,4,61661.55,,117334.70714285714,109027.07857142857,23,0,16.075,0,0.0,Winter,None
3445,4,73689,0,2025,1,2,3,0,1,259178.4,,108587.9857142857,120557.23846153847,24,0,11.425,0,0.0,Winter,None
3446,2,50782,0,2024,2,25,6,1,1,59511.8,26532.0,57273.78571428572,85040.78571428571,25,0,13.4,0,0.0,Winter,None
3447,2,67896,5,2025,3,2,6,1,1,38464.0,,126417.90000000001,105612.17857142857,22,0,22.0,0,0.0,Summer,None
3448,4,62447,10,2024,3,3,6,1,1,214438.75,225088.5,125239.70714285714,131134.63214285715,19,0,24.375,0,0.0,Summer,None
3449,3,65333,10,2025,3,29,5,1,1,6170.25,262271.25,145814.11428571428,132794.11785714285,28,0,21.525,0,0.0,Summer,None
3450,3,9467,0,2025,3,31,0,0,1,236286.0,110673.0,118180.84999999999,128797.88571428573,22,1,21.525,0,0.0,Summer,None
3451,2,16217,20,2025,1,21,1,0,1,117485.3,,54643.292857142864,88250.8642857143,18,0,24.925,0,0.0,Winter,None
3452,5,47739,20,2025,9,20,5,1,3,236025.6,156028.5,93603.3,121450.84285714284,28,0,13.075,0,0.0,Monsoon,None
3453,2,51495,20,2024,5,30,3,0,2,156887.75,14412.6,130764.12857142858,116834.71785714287,35,0,16.4,0,0.0,Summer,None
3454,1,17171,10,2025,2,19,2,0,1,99334.0,91318.5,109405.6142857143,97398.19642857143,34,0,16.075,0,0.0,Winter,None
3455,5,19553,20,2024,7,19,4,0,3,6235.2,133656.0,164318.5357142857,148735.20357142857,23,0,22.0,0,0.0,Monsoon,None
3456,2,70084,20,2025,7,23,2,0,3,44824.8,145688.2,152784.39285714287,120088.33571428571,36,0,16.4,0,0.0,Monsoon,None
3457,3,8963,0,2025,1,24,4,0,1,177196.8,125768.6,78731.23571428572,76652.47142857141,37,0,21.075,0,0.0,Winter,None
3458,3,8152,5,2024,10,17,3,0,4,272955.6,30560.4,84153.77142857142,93110.7,21,0,21.849998,0,0.0,Winter,None
3459,1,19937,15,2024,1,7,6,1,1,144760.05,,89135.60714285716,87534.13076923076,24,0,23.425,0,0.0,Winter,Light
3460,4,41184,10,2024,2,9,4,0,1,100082.4,145066.5,116241.42857142857,129314.55714285714,22,0,26.0,0,0.0,Winter,None
3461,5,39605,5,2024,2,10,5,1,1,52824.0,80823.15,90087.17857142857,90930.66071428571,23,0,24.925,0,0.0,Winter,None
3462,2,5706,10,2024,3,9,5,1,1,52452.0,31246.0,104593.48571428572,110597.15,24,0,25.0,0,0.0,Summer,None
3463,5,43630,5,2025,8,16,5,1,3,102839.8,283394.5,87565.94285714286,113205.01785714286,19,1,14.65,1,0.0,Monsoon,None
3464,1,78233,20,2025,3,14,4,0,1,27537.6,59052.8,72658.47857142858,74928.75357142858,24,0,21.525,0,0.0,Summer,None
3465,1,22703,0,2024,2,13,1,0,1,76108.8,,86181.8,131687.82142857142,24,0,13.075,0,0.0,Winter,None
3466,1,71110,20,2024,1,18,3,0,1,187612.8,126463.5,60056.264285714286,71682.79285714285,37,0,21.075,0,0.0,Winter,None
3467,2,42014,0,2024,4,2,1,0,2,79168.5,31098.4,90723.62857142858,90438.4892857143,25,0,16.075,0,0.0,Summer,None
3468,3,51106,10,2024,8,18,6,1,3,248205.6,54603.0,112573.9642857143,101010.88928571428,27,0,24.925,0,0.0,Monsoon,None
3469,4,30465,20,2024,8,25,6,1,3,24797.6,288955.0,106841.75714285714,115208.71428571429,24,0,11.425,0,0.0,Monsoon,None
3470,1,1546,5,2024,11,25,0,0,4,24645.0,,129643.52142857142,113345.43076923078,20,0,26.0,0,0.0,Winter,None
3471,1,26399,20,2024,4,17,2,0,2,95052.0,63919.8,100595.15714285713,96804.0,35,0,13.075,0,0.0,Summer,None
3472,2,63493,5,2024,1,17,2,0,1,140706.0,12432.1,67352.31428571428,72928.675,30,0,11.8,0,0.0,Winter,None
3473,2,56650,10,2024,3,26,1,0,1,4561.95,271340.0,85712.44285714286,74056.3892857143,24,0,21.849998,0,0.0,Summer,None
3474,2,38346,0,2025,2,25,1,0,1,42576.0,110790.0,72226.02857142857,70493.10357142857,30,0,11.8,0,0.0,Winter,None
3475,5,35065,10,2024,7,2,1,0,3,40814.0,,173731.4,136168.00714285715,24,0,21.075,0,0.0,Monsoon,None
3476,1,76432,0,2025,7,26,5,1,3,25028.25,74924.0,127954.6357142857,91198.125,25,0,11.8,0,0.0,Monsoon,None
3477,2,72445,20,2024,1,26,4,0,1,148505.6,59384.8,64411.91428571429,98356.27142857143,41,1,14.65,0,0.0,Winter,None
3478,4,21535,0,2025,5,12,0,0,2,7311.6,39595.0,98808.94285714286,79593.47857142857,38,1,21.525,0,0.0,Summer,None
3479,1,66873,10,2024,11,25,0,0,4,56155.0,268348.4,115037.96428571429,133842.94285714286,23,0,22.0,0,0.0,Winter,None
3480,1,75145,15,2024,10,27,6,1,4,118850.4,287432.0,152263.75,157773.48214285713,20,0,21.525,0,0.0,Winter,None
3481,4,8015,5,2024,9,2,0,0,3,15851.2,,58798.264285714286,53429.881250000006,17,0,26.0,0,0.0,Monsoon,None
3482,2,18435,20,2025,3,16,6,1,1,109263.0,11335.6,115938.47857142857,117421.31071428572,32,0,16.4,0,0.0,Summer,None
3483,3,73213,10,2025,5,13,1,0,2,81316.0,205348.2,88327.21428571429,126200.72142857143,24,0,23.425,0,0.0,Summer,Light
3484,2,13488,0,2023,10,28,5,1,4,25464.0,89808.0,75478.97142857141,67607.00714285715,29,0,26.925,0,0.0,Winter,None
3485,3,72181,0,2023,12,1,4,0,4,88794.6,195304.5,82661.68571428572,99873.30714285714,41,0,14.65,0,0.0,Winter,None
3486,2,21321,10,2024,1,12,4,0,1,177862.5,322014.0,84667.09999999999,90337.42142857143,24,0,25.0,0,0.0,Winter,None
3487,1,61560,0,2024,11,2,5,1,4,190608.0,144348.0,74920.72857142857,104879.10714285714,28,0,20.225,0,0.0,Winter,Light
3488,5,74952,15,2024,6,28,4,0,2,241874.75,33626.0,148830.4142857143,144276.10714285713,36,0,16.4,0,0.0,Monsoon,None
3489,4,2145,5,2024,3,9,5,1,1,33779.7,133992.75,104158.21428571429,93277.59642857143,30,0,16.7,0,0.0,Summer,None
3490,4,28307,20,2024,9,20,4,0,3,184654.0,138662.4,127095.45714285714,103056.97857142858,24,0,13.075,0,0.0,Monsoon,None
3491,5,17601,10,2025,2,1,5,1,1,228572.0,207603.2,117063.03571428571,131593.42857142858,26,0,16.075,0,0.0,Winter,None
3492,1,34587,0,2024,6,11,1,0,2,164844.0,54834.35,134176.24999999997,118642.09642857141,36,0,16.4,0,0.0,Monsoon,None
3493,2,17592,15,2024,12,5,3,0,4,39397.0,78674.4,130094.28571428571,120749.52142857143,27,0,21.849998,0,0.0,Winter,None
3494,3,73164,0,2025,5,4,6,1,2,14065.8,31776.0,125859.27857142857,85747.45,35,0,24.375,0,0.0,Summer,None
3495,3,36324,5,2024,1,3,2,0,1,316141.0,117784.5,100997.42857142857,134029.25,28,0,21.849998,0,0.0,Winter,None
3496,4,56206,5,2025,2,21,4,0,1,13487.8,66388.4,87086.97857142857,104281.3892857143,24,0,16.075,0,0.0,Winter,None
3497,4,66005,5,2024,11,18,0,0,4,36420.8,298219.5,129118.28571428571,109289.69642857143,31,0,24.375,0,0.0,Winter,None
3498,2,47043,10,2025,8,17,6,1,3,116863.1,143985.75,50185.05714285715,104589.74642857144,29,0,13.4,0,0.0,Monsoon,None
3499,3,76580,10,2023,11,2,3,0,4,58053.6,31347.9,123907.11428571427,100028.90714285713,29,0,11.425,0,0.0,Winter,None
3500,4,66728,0,2025,5,5,0,0,2,141186.0,178082.25,115576.52857142857,118506.08928571429,24,0,16.7,0,0.0,Summer,None
3501,2,56163,20,2025,8,28,3,0,3,57235.6,172009.6,108114.77142857142,102668.84285714287,34,0,11.8,0,0.0,Monsoon,None
3502,1,35675,0,2024,8,16,4,0,3,320278.25,150540.0,112641.77142857142,150422.41785714286,28,0,11.425,0,0.0,Monsoon,None
3503,1,65651,15,2024,1,10,2,0,1,210627.0,,134042.49285714285,143615.55625,16,0,20.225,0,0.0,Winter,Light
3504,4,678,15,2025,1,25,5,1,1,110075.0,66989.7,37379.299999999996,74743.7,31,0,26.0,0,0.0,Winter,None
3505,4,45619,10,2024,5,24,4,0,2,189522.15,77463.0,118468.09999999999,143641.09642857144,26,0,23.425,0,0.0,Summer,Light
3506,5,53735,10,2023,12,13,2,0,4,63209.4,114194.0,134463.60714285713,100200.42142857143,24,0,23.425,0,0.0,Winter,Light
3507,1,23199,15,2024,10,19,5,1,4,262879.2,95444.8,99726.45714285714,94791.44642857143,24,0,23.425,0,0.0,Winter,Light
3508,3,79196,0,2024,6,9,6,1,2,205401.4,99014.7,143779.88571428572,102456.09999999999,25,0,26.0,0,0.0,Monsoon,None
3509,2,64973,5,2024,7,23,1,0,3,47932.25,237750.8,112069.4357142857,119790.94285714286,32,0,21.525,0,0.0,Monsoon,None
3510,2,35562,20,2024,4,14,6,1,2,210667.25,141660.0,67090.0142857143,102193.83571428571,26,0,16.4,0,0.0,Summer,None
3511,4,71480,5,2024,12,5,3,0,4,168093.0,105723.0,130366.67142857143,130356.16071428571,24,0,16.7,0,0.0,Winter,None
3512,5,32476,10,2025,4,18,4,0,2,21629.6,169059.2,136255.58571428573,142004.15357142856,26,1,23.425,0,0.6000000238418579,Summer,Light
3513,5,55702,0,2025,8,17,6,1,3,82684.8,,86773.29285714286,78438.78333333334,17,0,26.0,0,0.0,Monsoon,None
3514,4,3573,20,2024,4,6,5,1,2,105305.0,80868.0,73229.7642857143,98152.86071428572,22,0,22.0,0,0.0,Summer,None
3515,5,30093,5,2024,6,4,1,0,2,5064.0,54330.0,110313.34285714284,91534.50357142858,24,0,21.849998,0,0.0,Monsoon,None
3516,2,43958,15,2025,3,17,0,0,1,103406.4,,126567.14285714286,103750.075,22,0,13.075,0,0.0,Summer,None
3517,2,42995,15,2024,1,25,3,0,1,81241.6,1003.0,80594.62857142858,118328.08571428571,32,0,16.4,0,0.0,Winter,None
3518,3,32993,15,2025,6,2,0,0,2,145272.0,63482.25,71770.47142857143,69907.26428571428,29,0,21.525,0,0.0,Monsoon,None
3519,1,468,20,2024,1,15,0,0,1,111979.2,110941.0,103635.89285714286,103644.27142857142,20,0,24.375,0,0.0,Winter,None
3520,4,65047,5,2023,11,18,5,1,4,176760.0,129953.1,110654.95714285714,105177.25,35,0,13.075,0,0.0,Winter,None
3521,1,19302,10,2025,8,30,5,1,3,85068.0,187992.0,76855.84285714287,101153.45357142857,26,0,26.925,0,0.0,Monsoon,None
